stem	scene	obj	part	instruction_path	positive_path	pos_shape	pos_min	pos_max	instruction_preview	instruction_len
56e1c28147aa1dff2cc606a1b6c0280b3ee6786abb1335edfb551c997b474122_0_0	56e1c28147aa1dff2cc606a1b6c0280b3ee6786abb1335edfb551c997b474122	0	0	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/56e1c28147aa1dff2cc606a1b6c0280b3ee6786abb1335edfb551c997b474122_0_0.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/56e1c28147aa1dff2cc606a1b6c0280b3ee6786abb1335edfb551c997b474122_0_0.pt	4x6	0.025831	259.594879	Fetch marker by its body.	25
702af332221c3fbbf7dbdb809dc5ea916447df51cadd3186bc5fc2b6f50873d6_1_2	702af332221c3fbbf7dbdb809dc5ea916447df51cadd3186bc5fc2b6f50873d6	1	2	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/702af332221c3fbbf7dbdb809dc5ea916447df51cadd3186bc5fc2b6f50873d6_1_2.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/702af332221c3fbbf7dbdb809dc5ea916447df51cadd3186bc5fc2b6f50873d6_1_2.pt	1x6	0.226008	0.987892	Take apple by its seeds.	24
3299e44e57c07d9ab8dd2473d7d86ad4f9f261a80c5765f8998a928d133c5039_1_0	3299e44e57c07d9ab8dd2473d7d86ad4f9f261a80c5765f8998a928d133c5039	1	0	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/3299e44e57c07d9ab8dd2473d7d86ad4f9f261a80c5765f8998a928d133c5039_1_0.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/3299e44e57c07d9ab8dd2473d7d86ad4f9f261a80c5765f8998a928d133c5039_1_0.pt	6x6	0.009421	372.939728	Take hairbrush by its bristles.	31
12bef568a1bc7c854e744c03af38d721f0359ce3f351ca14f2d6b705cdc757ef_1_2	12bef568a1bc7c854e744c03af38d721f0359ce3f351ca14f2d6b705cdc757ef	1	2	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/12bef568a1bc7c854e744c03af38d721f0359ce3f351ca14f2d6b705cdc757ef_1_2.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/12bef568a1bc7c854e744c03af38d721f0359ce3f351ca14f2d6b705cdc757ef_1_2.pt	1x6	0.071639	168.278427	Lift apple by its seeds.	24
9b3882c4ca99b0be1ee349518b46d7f0d94c7ed7a2486650032bca3089c53431_0_1	9b3882c4ca99b0be1ee349518b46d7f0d94c7ed7a2486650032bca3089c53431	0	1	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/9b3882c4ca99b0be1ee349518b46d7f0d94c7ed7a2486650032bca3089c53431_0_1.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/9b3882c4ca99b0be1ee349518b46d7f0d94c7ed7a2486650032bca3089c53431_0_1.pt	29x6	0.014332	353.647125	Fetch key by its notches.	25
6c9fe15b41f49a737847af08a9be19aac0f944288dcb444a82efcae098899a5d_0_1	6c9fe15b41f49a737847af08a9be19aac0f944288dcb444a82efcae098899a5d	0	1	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/6c9fe15b41f49a737847af08a9be19aac0f944288dcb444a82efcae098899a5d_0_1.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/6c9fe15b41f49a737847af08a9be19aac0f944288dcb444a82efcae098899a5d_0_1.pt	3x6	0.030855	365.562469	Grab marker on its tip.	23
c9c6ae71245e3015d6869f7f515004481c19a02bd7d1769d6f408a105be0453c_0_2	c9c6ae71245e3015d6869f7f515004481c19a02bd7d1769d6f408a105be0453c	0	2	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/c9c6ae71245e3015d6869f7f515004481c19a02bd7d1769d6f408a105be0453c_0_2.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/c9c6ae71245e3015d6869f7f515004481c19a02bd7d1769d6f408a105be0453c_0_2.pt	1x6	0.046937	241.992218	Lift mug by its interior.	25
f1c2b7c5521cf8a4ef805ee08765f1f5bf305e7eb6055934a0dc971143bbd381_0_1	f1c2b7c5521cf8a4ef805ee08765f1f5bf305e7eb6055934a0dc971143bbd381	0	1	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/f1c2b7c5521cf8a4ef805ee08765f1f5bf305e7eb6055934a0dc971143bbd381_0_1.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/f1c2b7c5521cf8a4ef805ee08765f1f5bf305e7eb6055934a0dc971143bbd381_0_1.pt	5x6	0.009015	338.968536	Pick up mug by its rim.	23
f50a306ed6c005e3143e09623ef7136f23151f896e2cb3f776c968dc87a8f9ba_0_2	f50a306ed6c005e3143e09623ef7136f23151f896e2cb3f776c968dc87a8f9ba	0	2	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/f50a306ed6c005e3143e09623ef7136f23151f896e2cb3f776c968dc87a8f9ba_0_2.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/f50a306ed6c005e3143e09623ef7136f23151f896e2cb3f776c968dc87a8f9ba_0_2.pt	16x6	0.032883	299.27124	Pick up spoon by its handle.	28
0525d82b8c3bef1733afc57e364b37f9963bf37304a11543cf7f976299966898_1_0	0525d82b8c3bef1733afc57e364b37f9963bf37304a11543cf7f976299966898	1	0	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/0525d82b8c3bef1733afc57e364b37f9963bf37304a11543cf7f976299966898_1_0.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/0525d82b8c3bef1733afc57e364b37f9963bf37304a11543cf7f976299966898_1_0.pt	2x6	0.021133	361.779083	Pick up scissors by its cutting blades.	39
1bb39543e718c01545cb95be1a4c72c9f6cdf5e240aeb361618f1078059943ca_1_2	1bb39543e718c01545cb95be1a4c72c9f6cdf5e240aeb361618f1078059943ca	1	2	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/1bb39543e718c01545cb95be1a4c72c9f6cdf5e240aeb361618f1078059943ca_1_2.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/1bb39543e718c01545cb95be1a4c72c9f6cdf5e240aeb361618f1078059943ca_1_2.pt	10x6	0.023874	385.281769	Take highlighter by its cap.	28
38f856668b385c37be898c9aff6e45dbe55c6dab7962db0496f43a6ea765cc7a_1_1	38f856668b385c37be898c9aff6e45dbe55c6dab7962db0496f43a6ea765cc7a	1	1	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/38f856668b385c37be898c9aff6e45dbe55c6dab7962db0496f43a6ea765cc7a_1_1.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/38f856668b385c37be898c9aff6e45dbe55c6dab7962db0496f43a6ea765cc7a_1_1.pt	3x6	0.018364	328.160278	Hold fork at its handle.	24
43e8b6c051a646896a6724cfc001e34341b92778d26ec33ff2d128dd6db78c05_0_1	43e8b6c051a646896a6724cfc001e34341b92778d26ec33ff2d128dd6db78c05	0	1	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/43e8b6c051a646896a6724cfc001e34341b92778d26ec33ff2d128dd6db78c05_0_1.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/43e8b6c051a646896a6724cfc001e34341b92778d26ec33ff2d128dd6db78c05_0_1.pt	6x6	0.044745	370.891235	Take hold of pencil on its lead.	32
43e3dc9c6c5ccf1b503b3dc96ce1e231ca8f1314001cbbff8317eceb364b734c_0_1	43e3dc9c6c5ccf1b503b3dc96ce1e231ca8f1314001cbbff8317eceb364b734c	0	1	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/43e3dc9c6c5ccf1b503b3dc96ce1e231ca8f1314001cbbff8317eceb364b734c_0_1.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/43e3dc9c6c5ccf1b503b3dc96ce1e231ca8f1314001cbbff8317eceb364b734c_0_1.pt	8x6	0.039085	379.674286	Grab spoon on its bowl-shaped.	30
26d40a7af341066e024b24644b6c9dc7c39c263312c1cba4d37471c16d8a63f0_2_1	26d40a7af341066e024b24644b6c9dc7c39c263312c1cba4d37471c16d8a63f0	2	1	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/26d40a7af341066e024b24644b6c9dc7c39c263312c1cba4d37471c16d8a63f0_2_1.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/26d40a7af341066e024b24644b6c9dc7c39c263312c1cba4d37471c16d8a63f0_2_1.pt	1x6	0.040694	248.879745	Hold highlighter at its bright color.	37
c340fe770034f435e019582b22589a7aadf271c720095c5cdafed57ebcfee393_2_1	c340fe770034f435e019582b22589a7aadf271c720095c5cdafed57ebcfee393	2	1	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/c340fe770034f435e019582b22589a7aadf271c720095c5cdafed57ebcfee393_2_1.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/c340fe770034f435e019582b22589a7aadf271c720095c5cdafed57ebcfee393_2_1.pt	1x6	0.087026	368.047729	Fetch sharpener by its sharpening mechanism.	44
117278c893aec0922d8f14ad44c1809838995d1374b42cb86827414a3af4d30d_1_2	117278c893aec0922d8f14ad44c1809838995d1374b42cb86827414a3af4d30d	1	2	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/117278c893aec0922d8f14ad44c1809838995d1374b42cb86827414a3af4d30d_1_2.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/117278c893aec0922d8f14ad44c1809838995d1374b42cb86827414a3af4d30d_1_2.pt	2x6	0.054385	269.038391	Grip tomato on its juicy.	25
b8c94be7c0d92cdeff52f6d9587c9eaf579736d8aedf649e56b2f3674424e04f_1_2	b8c94be7c0d92cdeff52f6d9587c9eaf579736d8aedf649e56b2f3674424e04f	1	2	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/b8c94be7c0d92cdeff52f6d9587c9eaf579736d8aedf649e56b2f3674424e04f_1_2.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/b8c94be7c0d92cdeff52f6d9587c9eaf579736d8aedf649e56b2f3674424e04f_1_2.pt	1x6	0.012326	365.07132	Fetch note by its information.	30
6a2aaf2ca23182c2b245d446ac7d31096bf7b13f66ea80c8b95dcc3622c83966_1_1	6a2aaf2ca23182c2b245d446ac7d31096bf7b13f66ea80c8b95dcc3622c83966	1	1	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/6a2aaf2ca23182c2b245d446ac7d31096bf7b13f66ea80c8b95dcc3622c83966_1_1.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/6a2aaf2ca23182c2b245d446ac7d31096bf7b13f66ea80c8b95dcc3622c83966_1_1.pt	19x6	0.010551	357.811768	Pick up eraser by its shape.	28
1f889c607417b5b9752fe71f12043baf3e7c0c5de526901301c1713f28988f5b_1_0	1f889c607417b5b9752fe71f12043baf3e7c0c5de526901301c1713f28988f5b	1	0	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/1f889c607417b5b9752fe71f12043baf3e7c0c5de526901301c1713f28988f5b_1_0.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/1f889c607417b5b9752fe71f12043baf3e7c0c5de526901301c1713f28988f5b_1_0.pt	6x6	0.020617	338.021973	Hold highlighter at its marker.	31
6f8b78884bd5f89a9d7aa6d5ad49b6ed1bf45378f80547eaf1213785fb904feb_0_2	6f8b78884bd5f89a9d7aa6d5ad49b6ed1bf45378f80547eaf1213785fb904feb	0	2	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/6f8b78884bd5f89a9d7aa6d5ad49b6ed1bf45378f80547eaf1213785fb904feb_0_2.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/6f8b78884bd5f89a9d7aa6d5ad49b6ed1bf45378f80547eaf1213785fb904feb_0_2.pt	11x6	0.011744	359.614777	Grab keychain on its keys.	26
d0fbb7e42254ab17ecfecaddd0832dcc420a9877ddffb26e51f59844cd6da175_0_0	d0fbb7e42254ab17ecfecaddd0832dcc420a9877ddffb26e51f59844cd6da175	0	0	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/d0fbb7e42254ab17ecfecaddd0832dcc420a9877ddffb26e51f59844cd6da175_0_0.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/d0fbb7e42254ab17ecfecaddd0832dcc420a9877ddffb26e51f59844cd6da175_0_0.pt	1x6	0.014267	310.856476	Fetch hairbrush by its bristles.	32
a831e751599d3e765f33e643be70cfce8928621859510b947423a341f8b07f6d_0_2	a831e751599d3e765f33e643be70cfce8928621859510b947423a341f8b07f6d	0	2	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/a831e751599d3e765f33e643be70cfce8928621859510b947423a341f8b07f6d_0_2.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/a831e751599d3e765f33e643be70cfce8928621859510b947423a341f8b07f6d_0_2.pt	19x6	0.01433	354.13031	Fetch pencil by its eraser.	27
aa797eee6e5c2c47985af87aa3afe272987f75725efc9bf718626266b68d6608_0_1	aa797eee6e5c2c47985af87aa3afe272987f75725efc9bf718626266b68d6608	0	1	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/aa797eee6e5c2c47985af87aa3afe272987f75725efc9bf718626266b68d6608_0_1.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/aa797eee6e5c2c47985af87aa3afe272987f75725efc9bf718626266b68d6608_0_1.pt	3x6	0.032204	294.168549	Grasp hairbrush at its handle.	30
dc3e4b70b50f4ec0c769e1c0ef55838a76eabda13476054c9a6b73fdd945a060_1_2	dc3e4b70b50f4ec0c769e1c0ef55838a76eabda13476054c9a6b73fdd945a060	1	2	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/dc3e4b70b50f4ec0c769e1c0ef55838a76eabda13476054c9a6b73fdd945a060_1_2.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/dc3e4b70b50f4ec0c769e1c0ef55838a76eabda13476054c9a6b73fdd945a060_1_2.pt	35x6	0.010489	372.311005	Grasp pencil at its eraser.	27
0dfa8308decaf789b462623c6a9e24830ebf740fdf9ec464da21f2f56e9b3dfa_1_2	0dfa8308decaf789b462623c6a9e24830ebf740fdf9ec464da21f2f56e9b3dfa	1	2	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/0dfa8308decaf789b462623c6a9e24830ebf740fdf9ec464da21f2f56e9b3dfa_1_2.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/0dfa8308decaf789b462623c6a9e24830ebf740fdf9ec464da21f2f56e9b3dfa_1_2.pt	6x6	0.068332	169.582153	Hold pen at its cap.	20
6c5ff7e457fb34d3e491a788e7f39444ef2fba1940219f498b19a9336165eb96_2_0	6c5ff7e457fb34d3e491a788e7f39444ef2fba1940219f498b19a9336165eb96	2	0	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/6c5ff7e457fb34d3e491a788e7f39444ef2fba1940219f498b19a9336165eb96_2_0.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/6c5ff7e457fb34d3e491a788e7f39444ef2fba1940219f498b19a9336165eb96_2_0.pt	7x6	0.017671	355.894043	Grasp key at its metal or plastic.	34
a756eebc6a4d5b3938da9ce4a033db552bfca3adf8fc96ac088a9976f64abc39_0_2	a756eebc6a4d5b3938da9ce4a033db552bfca3adf8fc96ac088a9976f64abc39	0	2	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/a756eebc6a4d5b3938da9ce4a033db552bfca3adf8fc96ac088a9976f64abc39_0_2.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/a756eebc6a4d5b3938da9ce4a033db552bfca3adf8fc96ac088a9976f64abc39_0_2.pt	14x6	0.012058	372.96698	Fetch carrot by its top.	24
f273b38440e7509d4ebc4965fa444f8c60b42570dbf507838cdd1cda7259ef90_0_2	f273b38440e7509d4ebc4965fa444f8c60b42570dbf507838cdd1cda7259ef90	0	2	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/f273b38440e7509d4ebc4965fa444f8c60b42570dbf507838cdd1cda7259ef90_0_2.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/f273b38440e7509d4ebc4965fa444f8c60b42570dbf507838cdd1cda7259ef90_0_2.pt	4x6	0.015432	245.801208	Hold pen at its cap.	20
6d4ba13324194566f10622a8263d0c7deb8fb86f068adfc824858bf5ef93fd6a_1_3	6d4ba13324194566f10622a8263d0c7deb8fb86f068adfc824858bf5ef93fd6a	1	3	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/6d4ba13324194566f10622a8263d0c7deb8fb86f068adfc824858bf5ef93fd6a_1_3.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/6d4ba13324194566f10622a8263d0c7deb8fb86f068adfc824858bf5ef93fd6a_1_3.pt	1x6	-0.004426	159.031311	Grasp apple at its stem.	24
e111b61e01f8300f1984778c807095f99a4776ee35d3d58612ee086de1dbd5b0_1_2	e111b61e01f8300f1984778c807095f99a4776ee35d3d58612ee086de1dbd5b0	1	2	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/e111b61e01f8300f1984778c807095f99a4776ee35d3d58612ee086de1dbd5b0_1_2.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/e111b61e01f8300f1984778c807095f99a4776ee35d3d58612ee086de1dbd5b0_1_2.pt	1x6	0.021116	202.405914	Grip wallet on its closure.	27
47ad15b82846470420845826b33c9fe658146ea066eb24d6cdf6c21d4b284290_0_2	47ad15b82846470420845826b33c9fe658146ea066eb24d6cdf6c21d4b284290	0	2	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_instructions/grasp_instructions/47ad15b82846470420845826b33c9fe658146ea066eb24d6cdf6c21d4b284290_0_2.pkl	/mnt/data/grasp-anything-lgd/data/processed/grasp-anything-pp/grasp_label_positive/grasp_label_positive/47ad15b82846470420845826b33c9fe658146ea066eb24d6cdf6c21d4b284290_0_2.pt	2x6	0.046621	303.170502	Grasp toy at its function.	26
